no. MS;No.;Pericope;Intro;Intro.Remarks;Intro.Transl;Thales;Thales ID;Intro.Fol.A;;Intro.Col.A;Intro.Line.A;Intro.Fol.Z;Intro.Col.Z;Intro.Line.Z;Taksa;Taksa.Trans;Taksa.Remarks;Transl.remarks;Taksa.Fol.A;Taksa.Col.A;Taksa.Line.A;Taksa.Fol.Z;Taksa.Col.Z;Taksa.Line.Z;Taksa.Remarks;Siglum;Siglum;Link;Link;MS-List.link;Pericope.Fol.A;Pericope.Col.A;Pericope.Line.A;Pericope.Fol.Z;Pericope.Col.Z;Pericope.Line.Z;Cross reference (corpus) [to be filled in aut.];Remarks Cross reference (corpus);Abbreviation;Version;Version.Remarks;Version.Syriac;Version.Transl;Denomination;Literature;Literature.link;Codicology;Pericope.remarks;Ref.remarks.;Cross.ref.Lect;Transl.Cross.ref.;Addition before;Addition after;Addition.Fol.A;Addition.Col.A;Addition.Line.A;Addition.Fol.Z;Addition.Col.Z;Addition.Line.Z;Ref.Bible.MS;Other Remarks;Words.Margin;no. reading Dissertation K.D. Jenner;;Structure formula 1;Structure formula 2;Structure formula 3;Structure formula 4;Structure formula 5;Title lectionary MS;fol;col;line;fol;col;Line;Remarks on title
43;043-0035;Gn#49:01-12.+22-26.;ܒܪܝܬܐ.;;Genesis;;;037b;;0;4;037b;0;4;ܕܚܕܒܫܒܐ ܕܐܘܫ̈ܥܢܐ;of the First (Day) of the Week, of the Hosannas;;;037a;0;3;037a;0;4;;9l4;09l04;;;09l04;037b;0;4;038b;0;7.;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0084;Dt#14:02b(‎‏[ܘ]ܠܟ ܓܒܐ‏‎)-15:04.;ܬܢܝܢܡܘܣܐ.;;Deuteronomy;;;087b;;0;4;087b;0;4;ܕܚܕܒܫ ܕܬܫܥܐ ܕܒܬܪ ܫܟܚܬܐ;of the First (Day) of the Week, of the ninth, after the Finding;;;087b;0;3;087b;0;4;;9l4;09l04;;;09l04;087b;0;4;089a;0;13.;;;;P;;;;N;;;;;;;;‎‏ܘܐܡܪ ܡܘܫܐ ܠܟܠܗ ܝܣܪܝܠ‏‎ ‎;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0042;Is#60:01-07.;ܐܫܥܝܐ.;;Isaiah;;;047b;;0;8;047b;0;8;ܕܚܕܒܫܒܐ ܕܩܝܡܬܐ;of the First (Day) of the Week, of the Resurrection;;;047b;0;7;047b;0;8;;9l4;09l04;;;09l04;047b;0;8;048a;0;9;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0083;Dt#12:29-14:02a.(‎‏ܐܠܗܟ‏‎ 1st);ܬܢܝܢܡܘܣܐ.;;Deuteronomy;;;085b;;0;5;085b;0;5;ܕܚܕܒܫܒܐ ܕܬܡܢܝܐ ܕܒܬܪ ܫܟܚܬܐ;of the First (Day) of the Week, the Eighth, after the Finding;;;085b;0;4;085b;0;4.;;9l4;09l04;;;09l04;085b;0;5;087b;0;3;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0071;Dt#06:20-07:06a.(‎‏ܐܠܗܟ‏‎ 1st);ܬܢܝܢܡܘܣܐ;;Deuteronomy;;;074a;;0;14;074a;0;14;ܕܚܕ ܒܫܒܐ ܕܬܡܢܝܐ. ܕܐܝܬܘܗܝ ܡܥܠܝ ܨܘܡܐ ܕܡܪܝ ܐܠܝܐ:;of the First (Day) of the Week, the Eighth, which is the Beginning of the Fast of Mar Elijah;;;074a;0;12;074a;0;14;;9l4;09l04;;;09l04;074a;0;14;075a;0;8;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0068;Lv#18:01-21.;ܟܗ̈ܢܐ;;Leviticus;;;072a;;0;6;072a;0;6;ܕܚܕܒܫܒܐ ܕܚܡܫܐ ܕܒܬܪ ܨܘܡܐ ܕܫܠܝ̈ܚܐ;of the First (Day) of the Week, the Fifth, after the Fast of the Apostles;;;072a;0;5;072a;0;6;;9l4;09l04;;;09l04;072a;0;6;073a;0;7;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0080;Dt#11:01-12.;ܬܢܝܢܡܘܣܐ;;Deuteronomy;;;080b;;0;18;080b;0;18;ܕܚܕܒܫܒܐ ܕܚܡܫܐ ܕܒܬܪ ܫܟܚ(!);of the First (Day) of the Week, the Fifth, after the Finding;;;080b;0;17;080b;0;17.;;9l4;09l04;;;09l04;080b;0;18[ult];081b;0;13;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0051;Is#49:07-13.;ܐܫܥܝܐ;;Isaiah;;;055b;;0;8;055b;0;8;ܕܚܕܒܫܒܐ ܕܚܡܫܐ ܕܒܬܪ ܩܝܡܬܐ;of the First (Day) of the Week, the Fifth, after the Resurrection;;;055b;0;7;055b;0;8;;9l4;09l04;;;09l04;055b;0;8;056a;0;11.;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0030;Gn#16:01-16.;ܒܪܝܬܐ;;Genesis;;;032a;;0;1;032a;0;1.;ܕܚܕܒܫܒܐ ܕܚܡܫܐ ܕܨܘܡܐ;of the First (Day) of the Week, the Fifth, of the Fast;;;032a;0;1;032a;0;1;;9l4;09l04;;;09l04;032a;0;1;033a;0;5;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0060;Dt#01:33b(‎‏ܒܢܘܪܐ‏‎)-02:01.;ܬܢܝܢܡܘܣܐ.;;Deuteronomy;;;064b;;0;9;064b;0;9;ܕܚܕܒܫܒܐ ܕܚܡܫܐ ܕܫܒܘܥܐ ܕܫܠܝ̈ܚܐ:;of the First (Day) of the Week, the Fifth, of the period of the Apostles;;;064b;0;8;064b;0;9;;9l4;09l04;;;09l04;064b;0;9;065b;0;9;;;;P;;;;N;;;;;;;;‏ܘܐܡܪ ܡܘܫܐ ܠܟܠܗ ܝܣܪܝܠ‏‎ ‎;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0086;Ex#40:17-38.;ܡܦܩܢܐ܀.;;Exodus;;;090a;;0;10;090a;0;10;ܕܚܕܒܫܒܐ ܩܕܡܝܐ ܕܩܘܕܫܥܕܬܐ.;of the First (Day) of the Week, the First, of the Consecration of the Church;;;090a;0;9;090a;0;10;;9l4;09l04;;;09l04;090a;0;10;091a;0;15;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0067;Dt#05:16-06:03.;ܬܢܝܢܡܘܣܐ;;Deuteronomy;;;070b;;0;10;070b;0;10;ܕܚܕܒܫܒܐ ܕܐܪܒܥܐ ܕܒܬܪ ܨܘܡܐ ܕܫܠܝ̈ܚܐ;of the First (Day) of the Week, the Fourth after the Fast of the Apostles;;;070b;0;9;070b;0;10;;9l4;09l04;;;09l04;070b;0;10;072a;0;5;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0079;Dt#10:12-22.;ܬܢܝܢܡܘܣܐ;;Deuteronomy;;;080a;;0;9;080a;0;9;ܕܚܕܒܫܒܐ ܕܐܪܒܥܐ ܕܒܬܪ ܫܟܚܬܐ.;of the First (Day) of the Week, the Fourth after the Finding;;;080a;0;8;080a;0;9;;9l4;09l04;;;09l04;080a;0;9;080b;0;17;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0050;Is#49:13-23.;ܐܫܥܝܐ;;Isaiah;;;054b;;0;12;054b;0;12;ܕܚܕ ܒܫܒܐ ܕܐܪܒܥܐ ܕܒܬܪ ܩܝܡܬܐ;of the First (Day) of the Week, the Fourth after the Resurrection;;;054b;0;11;054b;0;12;;9l4;09l04;;;09l04;054b;0;12;055b;0;7;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0024;Gn#11:01-32.;ܒܪܝܬܐ.;;Genesis;;;024b;;0;16;024b;0;16;ܕܚܕܒܫܒܐ ܕܐܪܒܥܐ ܕܨܘܡܐ.;of the First (Day) of the Week, the Fourth, of the Fast;;;024b;0;15;024b;0;16;;9l4;09l04;;;09l04;024b;0;16;026b;0;7;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0059;Dt#01:16b(‎‏ܗܘܝܬܘܢ‏‎)-33.;ܬܢܝܢܡܘܣܐ;;Deuteronomy;;;063a;;0;14;063a;0;14;ܕܚܕܒܫܒܐ ܕܐܪܒܥܐ ܕܫܒܘܥܐ ܕܫܠܝ̈ܚܐ:;of the First (Day) of the Week, the Fourth, of the period of the Apostles;;;063a;0;13;063a;0;14;;9l4;09l04;;;09l04;063a;0;14;064b;0;8;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0077;Dt#09:01-08a.(‎‏ܠܡܪܝܐ‏‎);ܬܢܝܢܡܘܣܐ;;Deuteronomy;;;078b;;0;5;078b;0;5;ܕܚܕܒܫܒܐ ܕܬܪܝܢ ܕܒܬܪ ܫܟܚܬܐ.;of the First (Day) of the Week, the Second,  after the Finding;;;078b;0;4;078b;0;5;;9l4;09l04;;;09l04;078b;0;5;079a;0;15.;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0003;Is#49:01-04(‎‏ܘܝܗܒܬ‏‎)[[;ܐܫܥܝܐ;;Isaiah;;;001b;;0;10;001b;0;10;ܕܚܕܒܫܒܐ ܕܬܪܝܢ ܕܒܬܪ ܝܠܕܐ..;of the First (Day) of the Week, the Second, after the Birth;;;001b;0;9;001b;0;10;;9l4;09l04;;;09l04;001b;0;10;001b;0;18.[ult];;;;P;;;;N;;;lacuna of fol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0087;1Rg#08:10-29a.(‎‏ܬܡܢ‏‎);ܣܦܪ ܡܠܟ̈ܘܬܐ;;The Book of Reigns;;;091a;;0;16;091a;0;16;ܕܚܕܒܫܒܐ ܕܬܪܝܢ ܕܩܘܕܫܥܕܬܐ.;of the First (Day) of the Week, the Second, of the Consecration of the Church;;;091a;0;15;091a;0;16;;9l4;09l04;;;09l04;091a;0;16;092b;0;12;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0072;Dt#07:07-11.;ܬܢܝܢܡܘܣܐ.;;Deuteronomy;;;075a;;0;9;075a;0;9;ܕܚܕܒܫܒܐ ܕܬܪܝܢ ܕܨܘܡܐ ܕܐܠܝܐ.;of the First (Day) of the Week, the Second, of the Fast of Elijah;;;075a;0;8;075a;0;9;;9l4;09l04;;;09l04;075a;0;9;075b;0;5;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0057;Jl#02:15-27.;ܝܘܐܝܠ.;;Joel;;;061a;;0;8;061a;0;8;ܕܚܕܒܫܒܐ ܕܬܪܝܢ ܕܫܒܘܥܐ ܕܫܠܝ̈ܚܐ;of the First (Day) of the Week, the Second, of the period of the Apostles;;;061a;0;7;061a;0;8;;9l4;09l04;;;09l04;061a;0;8;062a;0;9;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0065;Dt#04:32-40.;ܬܢܝܢܡܘܣܐ;;Deuteronomy;;;068b;;0;15;068b;0;15;ܕܚܕܒܫܒܐ ܕܬܪܝܢ ܕܒܬܪ ܫܒܘܥܐ ܕܫܠܝ̈ܚܐ;of the First (Day) of the Week, the Second, of the period of the Apostles;;;068b;0;14;068b;0;15;;9l4;09l04;;;09l04;068b;0;15;069b;0;7;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0048;Is#55:04-13.;ܐܫܥܝܐ;;Isaiah;;;053a;;0;17;053a;0;17;ܕܚܕܒܫܒܐ ܕܬܪܝܢ ܩܝܡܬܐ. ܕܗܘ̣ܝܘ ܚܕܬܐ.܀;of the First (Day) of the Week, the Second, of the Resurrection, which is the New;;;053a;0;15;053a;0;16.;;9l4;09l04;;;09l04;053a;0; 17[ult];054a;0;7;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0082;Dt#12:01-28.;ܬܢܝܢܡܘܣܐ;;Deuteronomy;;;083a;;0;16;083a;0;16;ܕܚܕܒܫܒܐ ܕܫܒܥܐ ܕܒܬܪ ܫܟܚܬܐ;of the First (Day) of the Week, the Seventh, after the Finding;;;083a;0;15;083a;0;16;;9l4;09l04;;;09l04;083a;0;16;085b;0;3.;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0062;Dt#04:10(הקהל‎/‎‏ܟܢܫ‏‎)-24.;ܬܢܝܢܡܘܣܐ;;Deuteronomy;;;066b;;0;4;066b;0;4.;ܕܚܕܒܫܒܐ ܕܫܒܥܐ ܕܨܘܡܐ ܕܫܠܝ̈ܚܐ:;of the First (Day) of the Week, the Seventh, of the Fast of the Apostles;;;066b;0;3;066b;0;4;;9l4;09l04;;;09l04;066b;0;4;067b;0;7;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0070;Lv#19:15-19(תשמרו‎/ܦܘܩ̈ܕܢܝ)+20:09-14.;ܣܦܪ ܟܗ̈ܢܐ;;The Book of Leviticus;;;073b;;0;11;073b;0;11;ܕܚܕܒܫܒܐ ܕܫܒܥܐ ܨܘܡܐ ܕܫܠܝ̈ܚܐ;of the First (Day) of the Week, the Seventh, of the Fast of the Apostles;;;073b;0;10;073b;0;11;;9l4;09l04;;;09l04;073b;0;11;074a;0;12;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0061;Dt#04:01-10(בחרב‎/‎‏ܒܚܘܪܝܒ‏‎);ܬܢܝܢܡܘܣܐ..;;Deuteronomy;;;065b;;0;10;065b;0;10;ܕܚܕܒܫ ܕܫܬܐ ܕܨܘܡܐ ܕܫܠܝ̈ܚܐ:;of the First (Day) of the Week, the Sixth of the Fast of the Apostles;;;065b;0;9;065b;0;10;;9l4;09l04;;;09l04;065b;0;10;066b;0;3;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0069;Lv#19:01-14.;ܣܦܪ ܟܗ̈ܢܐ;;The Book of Leviticus;;;073a;;0;8;073a;0;9;ܕܚܕ ܒܫܒܐ ܕܫܬܐ ܨܘܡܐ ܕܫܠܝ̈ܚܐ;of the First (Day) of the Week, the Sixth of the Fast of the Apostles;;;073a;0;7;073a;0;8;;9l4;09l04;;;09l04;073a;0;8;073b;0;10;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0081;Dt#11:13-12:01.;ܬܢܝܢܡܘܣܐ;;Deuteronomy;;;081b;;0;14;081b;0;14;ܕܚܕܒܫܒܐ ܕܫܬܐ ܕܒܬܪ ܫܟܚܬܐ.;of the First (Day) of the Week, the Sixth, after the Finding;;;081b;0;13;081b;0;14;;9l4;09l04;;;09l04;081b;0;14;083a;0;15;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0052;Is#51:09-11.+52:07-12.;ܐܫܥܝܐ;;Isaiah;;;056a;;0;12;056a;0;12.;ܕܚܕܒܫܒܐ ܕܫܬܐ ܕܒܬܪ ܩܝܡܬܐ;of the First (Day) of the Week, the Sixth, after the Resurrection;;;056a;0;12;056a;0;12;;9l4;09l04;;;09l04;056a;0;12;057a;0;4;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0033;Gn#19:01-26.;ܒܪܝܬܐ;;Genesis;;;034b;;0;4;034b;0;4;ܕܚܕܒܫܒܐ ܕܫܬܐ ܕܨܘܡܐ.;of the First (Day) of the Week, the Sixth, of the Fast;;;034b;0;3;034b;0;4;;9l4;09l04;;;09l04;034b;0;4;036b;0;6;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0049;Is#56:01-07.;ܐܫܥܝܐ;;Isaiah;;;054a;;0;8;054a;0;8;ܕܚܕ ܒܫܒܐ ܕܬܠܬܐ ܕܒܬܪ ܩܝܡܬܐ;of the First (Day) of the Week, the Third after the Resurrection;;;054a;0;7;054a;0;8;;9l4;09l04;;;09l04;054a;0;8;054b;0;11;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0066;Dt#05:01-16.;ܬܢܝܢܡܘܣܐ;;Deuteronomy;;;069b;;0;8;069b;0;8.;ܕܚܕܒܫܒܐ ܕܬܠܬܐ ܕܒܬܪ ܨܘܡܐ ܕܫܠܝ̈ܚܐ.;of the First (Day) of the Week, the Third, after the Fast of the Apostles;;;069b;0;7;069b;0;8;;9l4;09l04;;;09l04;069b;0;8;070b;0;9;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0078;Dt#09:13(‎‏ܚܙܝܬܗ‏‎)-22.;ܬܢܝܢܡܘܣܐ.;;Deuteronomy;;;079a;;0;16;079a;0;17[ult];ܕܚܕܒܫܒܐ ܕܬܠܬܐ ܕܒܬܪ ܫܟܚܬܐ.;of the First (Day) of the Week, the Third, after the Finding;;;079a;0;16;079a;0;16;;9l4;09l04;;;09l04;079a;0;16;080a;0;8;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0088;Nm#07:01-03(יהוה‎/‎‏ܡܪܝܐ‏‎)+84-86.+88b(‎‏ܗܢܘ‏‎)-89.+09:15-23.;ܡܢܝܢܐ;;Numbers;;;092b;;0;13;092b;0;13;ܕܚܕܒܫܒܐ ܕܬܠܬܐ ܕܩܘܕܫܥܕܬܐ;of the First (Day) of the Week, the Third, of Consecration of the Church;;;092b;0;12;092b;0;12.;;9l4;09l04;;;09l04;092b;0;13;094a;0;6.;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0022;Gn#07:01-24.;ܒܪܝܬܐ;;Genesis;;;021b;;0;6;021b;0;6;ܕܚܕܒܫܒܐ ܕܬܠܬܐ ܕܨܘܡܐ.;of the First (Day) of the Week, the Third, of the Fast;;;021b;0;5;021b;0;6;;9l4;09l04;;;09l04;021b;0;6;023a;0;10;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0073;Dt#07:12-26(תתעבנו‎/‎‏ܛܢܦܝܗܝ‏‎);ܬܢܝܢܡܘܣܐ;;Deuteronomy;;;075b;;0;6;075b;0;6;ܕܚܕܒܫܒܐ ܕܬܠܬܐ ܕܨܘܡܐ ܕܐܠܝܐ.;of the First (Day) of the Week, the Third, of the Fast of Elijah;;;075b;0;5;075b;0;6;;9l4;09l04;;;09l04;075b;0;6;076b;0;11;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0058;Dt#01:03-17a.;ܬܢܝܢܡܘܣܐ;;Deuteronomy;;;062a;;0;10;062a;0;10;ܕܚܕܒܫܒܐ ܕܬܠܬܐ ܕܫܒܘܥܐ ܕܫܠܝ̈ܚܐ:;of the First (Day) of the Week, the Third, of the period of the Apostles;;;062a;0;9;062a;0;10;;9l4;09l04;;;09l04;062a;0;10;063a;0;13;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0038;Gn#39:07-40:23.;ܒܪܝܬܐ.;;Genesis;;;041a;;0;11;041a;0;11;ܕܐܪܒܥܐ ܒܫܒܐ ܕܒܬܪ ܐܘܫ̈ܥܢܐ.;of the Fourth (Day) of the Week, after the Hosannas;;;041a;0;10;041a;0;11;;9l4;09l04;;;09l04;041a;0;11;043b;0;17[ult];;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0045;Is#61:10-62:05.;ܐܫܥܝܐ ..܀...;;Isaiah;;;050a;;0;6;050a;0;6.;ܕܐܪܒܥܐ ܒܫܒܐ ܕܒܬܪ ܩܝܡܬܐ.;of the Fourth (Day) of the Week, after the Resurrection;;;050a;0;5;050a;0;6;;9l4;09l04;;;09l04;050a;0;6;050b;0;11;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0017;Gn#02:08-25.;ܒܪܝܬܐ.;;Genesis;;;015a;;0;7;015a;0;7.;ܕܐܪܒܥܐ ܒܫܒܐ ܕܫܒܬܐ ܩܕܡܝܬܐ ܕܨܘܡܐ.;of the Fourth (Day) of the Week, of the First Week of the Fast;;;015a;0;6;015a;0;7;;9l4;09l04;;;09l04;015a;0;7;016a;0;13;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0027;Gn#13:08-18.;ܒܪܝܬܐ.;;Genesis;;;028b;;0;2;028b;0;2;ܕܐܪܒܥܐ ܒܫܒܐ ܕܫܒܬܐ ܕܐܪܒܥ ܕܨܘܡܐ.;of the Fourth (Day) of the Week, of the Fourth Week of the Fast;;;028b;0;1;028b;0;1.;;9l4;09l04;;;09l04;028b;0;2;029a;0;11;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0098;‎1Sm#16:01b(‎‏ܡܠܝ ܩܪܢܟ‏‎)-13a‎‏ (ܗܘ ܝܘܡܐ)‏‎;ܫܡܘܐܝܠ;;Samuel;;;102b;;0;14;102b;0;14;ܕܩܘܒܠܐ ܕܐܦܣ̈ܩܘܦܐ;of the Reception of the Bishops;at the Consecration of a Bishop;;102b;0;14;102b;0;14;;9l4;09l04;;;09l04;102b;0;14;103b;0;11;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0099;Jr#01:04-10.+18-19.;ܐܪܡܝܐ.;;Jeremiah;;;103b;;0;13;103b;0;13;ܕܩܘܒܠܐ ܕܐܦܣ̈ܩܘܦܐ;of the Reception of the Bishops;;;103b;0;12;103b;0;12.;;9l4;09l04;;;09l04;103b;0;13;104a;0;15;;;;P;;;;N;;;;;;;;;ܫܠܡ ܕܝܢ ܟܬܒܐ ܗܢܐ ܕܦܠܓܘܬܐ ܩܕܡܝܬܐ;104a;0;14;104a;0;15;;;;;;;;;;;ܐܫܬܠܡ ܕܝܢ ܟܬܒܐ ܗܢܐ ܕܦܠܘܓܬܐ̣ ܩܕܡܝܬܐ: ܠܥܕܬܐ ܕܡܪܝܘܚܢܢ ܕܒܦܣܛܛ: ܒܲܫܢܬ ܐ̇ܠܦ ܘܡܐܐ ܘܫܒܥܝܢ ܘܬܠܬ: ܕܐܠܟܣܢܕܪܘܣ ܒܪ ܦܝܠܝܦܘܣ ܡܠܟܝܘܢ܆ --- ܒܫܪ ܒܪ ܒܚܪ. ---- ܝܥܩܘܒ ܫܡ ܩܫܝܫܐ ܒܪ ܝܘܚܢܢ ܒܪ ܐܪܒܥܝܢ ܡܐܬܝܢ ܬܫܥܝܢ ܬܠܬܝܢ ܥܣܪܐ ܬܪܝܢ ܚܕ܇ ܕܡܢ ܐܪܥܐ ܕܡܕܢܚܐ܇ ܡܢ ܡܕܝܢܬܐ ܒܠܕ ܟܗܝܢܬܐ ܘܛܢܝ̣ܢܬܐ.;104a;0;15;104b;0;23.;only relevant parts. For full text see Wright, i will insert it here
43;043-0036;Gn#37:01-22.<?>;ܒܪܝܬܐ;;Genesis;;;038b;;0;8;038b;0;8.;ܕܬܪܝܢ ܒܫܒܐ ܕܒܬܪ ܐܘܫ̈ܥܢܐ.܀;of the Second (Day) of the Week, after the Hosannas;;;038b;0;8;038b;0;8;;9l4;09l04;;;09l04;038b;0;8;040a;0;9(?);;;;P;;;;N;;; fol 40a lines 6-9 up to vs 22 = illegible or badly legible ‎;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0043;Is#60:09-22.;ܬܘܒ ܐܫܥܝܐ.;;Next, Isaiah;;;048a;;0;10;048a;0;11;ܕܬܪܝܢ ܒܫܒܐ ܕܒܬܪ ܩܝܡܬܐ. ܘܩܘܕܫ ܥܕܬܐ;of the Second (Day) of the Week, after the Resurrection, and the Consecration of the Church;;;048a;0;9;048a;0;10;;9l4;09l04;;;09l04;048a;0;10;049a;0;11.;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0025;Gn#12:01-09.;ܒܪܝܬܐ.;;Genesis;;;026b;;0;8;026b;0;8;ܕܬܪܝܢ ܒܫܒܐ ܕܫܒܬܐ ܕܐܪܒܥ ܕܨܘ;of the Second (Day) of the Week, of the Fourth Week of the Fast;;;026b;0;7;026b;0;7.;;9l4;09l04;;;09l04;026b;0;8;027a;0;12.;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0044;Is#61:01-09.;ܐܫܥܝܐ.;;Isaiah;;;049a;;0;13;049a;0;13;ܕܬܠܬܐ ܒܫܒܐ ܕܒܬܪ ܩܝܡܬܐ. ܘܬܘܒ ܟܕ ܡܬܬܣܝܡ ܐܦܣܩܘܦܐ.;"of the Third (Day) of the Week, after the Resurrection; and furthermore when a Bishop is ordained";;;049a;0;12;049a;0;13;;9l4;09l04;;;09l04;049a;0;13;050a;0;5;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0016;Gn#01:20-02:07.;ܒܪܝܬܐ.;;Genesis;;;013b;;0;8;013b;0;8;ܕܬܠܬ ܒܫܒܐ ܕܫܒܬܐ ܩܕܡܝܬܐ ܕܨܘܡܐ.;of the Third (Day) of the Week, of the First Week of the Fast;;;013b;0;7;013b;0;8;;9l4;09l04;;;09l04;013b;0;8;015a;0;6;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0026;Gn#12:10-13:07.;ܒܪܝܬܐ;;Genesis;;;027a;;0;14;027a;0;14;ܕܬܠܬܐ ܒܫܒܐ ܕܫܒܬܐ ܕܐܪܒܥ ܕܨܘܡܐ;of the Third (Day) of the Week, of the Fourth Week of the Fast;;;027a;0;13;027a;0;13.;;9l4;09l04;;;09l04;027a;0;14;028a;0;17.;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0011;Gn#28:10-22.;ܒܪܝܬܐ.;;Genesis;;;008a;;0;13;008a;0;13;ܩܪܝܢܐ ܕܚܕ ܦܪܨܘܦܐ:;Reading of a Person;;;008a;0;12;008a;0;13;;9l4;09l04;;;09l04;008a;0;13;009a;0;13;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;043-0013;Ez#37:01-14.;ܢܒܝܘܬܗ ܕܚܙܩܝܐܝܠ;;The Prophecy of Ezekiel;;;010a;;0;6;010a;0;6;ܩܪܝܢܐ ܕܕܘܟܪܢܐ ܕܝܠܕܘ̈ܗܝ ܕܐܕܡ.;Reading of the Commemoration of Children of Adam;;;010a;0;5;010a;0;5.;;9l4;09l04;;;09l04;010a;0;6;011a;0;8;;;;P;;;;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
